metric,high_error_avg,low_error_avg,high_metric_value,low_metric_value,difference,high_plan_idx,low_plan_idx,avg_relative_value
longest_path_len,23.986545283184473,1.3241013723055108,8.0,3.0,5.0,40,20,0.44145138585840615
max_log_card_error,23.986545283184473,1.3241013723055108,5.118155157667701,0.7221347174331973,4.396020440234503,40,20,0.44145138585840615
num_columns,23.986545283184473,1.3241013723055108,25.0,19.0,6.0,40,20,0.44145138585840615
num_filters,23.986545283184473,1.3241013723055108,2.0,1.0,1.0,40,20,0.44145138585840615
num_joins,23.986545283184473,1.3241013723055108,3.0,1.0,2.0,40,20,0.44145138585840615
num_nodes,23.986545283184473,1.3241013723055108,11.0,4.0,7.0,40,20,0.44145138585840615
num_tables,23.986545283184473,1.3241013723055108,4.0,2.0,2.0,40,20,0.44145138585840615
longest_path_len,23.986545283184473,1.0808060900397771,8.0,2.0,6.0,40,21,0.45358528918364605
max_log_card_error,23.986545283184473,1.0808060900397771,5.118155157667701,0.06459985687170544,5.0535553007959955,40,21,0.45358528918364605
num_columns,23.986545283184473,1.0808060900397771,25.0,19.0,6.0,40,21,0.45358528918364605
num_filters,23.986545283184473,1.0808060900397771,2.0,1.0,1.0,40,21,0.45358528918364605
num_joins,23.986545283184473,1.0808060900397771,3.0,1.0,2.0,40,21,0.45358528918364605
num_nodes,23.986545283184473,1.0808060900397771,11.0,3.0,8.0,40,21,0.45358528918364605
num_tables,23.986545283184473,1.0808060900397771,4.0,2.0,2.0,40,21,0.45358528918364605
longest_path_len,21.07045760387845,1.0808060900397771,7.0,2.0,5.0,41,21,0.39162741561846676
max_log_card_error,21.07045760387845,1.0808060900397771,5.266669854073843,0.06459985687170544,5.202069997202138,41,21,0.39162741561846676
num_columns,21.07045760387845,1.0808060900397771,25.0,19.0,6.0,41,21,0.39162741561846676
num_filters,21.07045760387845,1.0808060900397771,3.0,1.0,2.0,41,21,0.39162741561846676
num_joins,21.07045760387845,1.0808060900397771,3.0,1.0,2.0,41,21,0.39162741561846676
num_nested_loop,21.07045760387845,1.0808060900397771,1.0,0.0,1.0,41,21,0.39162741561846676
num_nodes,21.07045760387845,1.0808060900397771,10.0,3.0,7.0,41,21,0.39162741561846676
num_tables,21.07045760387845,1.0808060900397771,4.0,2.0,2.0,41,21,0.39162741561846676
longest_path_len,86.71844918735358,1.1490317980185238,6.0,3.0,3.0,57,5,0.4674448564329993
max_log_card_error,86.71844918735358,1.1490317980185238,6.28621740588915,1.7727366171073626,4.513480788781787,57,5,0.4674448564329993
num_columns,86.71844918735358,1.1490317980185238,32.0,20.0,12.0,57,5,0.4674448564329993
num_filters,86.71844918735358,1.1490317980185238,5.0,1.0,4.0,57,5,0.4674448564329993
num_joins,86.71844918735358,1.1490317980185238,4.0,2.0,2.0,57,5,0.4674448564329993
num_nested_loop,86.71844918735358,1.1490317980185238,3.0,0.0,3.0,57,5,0.4674448564329993
num_nodes,86.71844918735358,1.1490317980185238,10.0,5.0,5.0,57,5,0.4674448564329993
num_tables,86.71844918735358,1.1490317980185238,5.0,3.0,2.0,57,5,0.4674448564329993
longest_path_len,86.71844918735358,1.2661311228057028,6.0,3.0,3.0,57,18,0.4675731863745034
max_log_card_error,86.71844918735358,1.2661311228057028,6.28621740588915,1.3871084184471094,4.89910898744204,57,18,0.4675731863745034
num_columns,86.71844918735358,1.2661311228057028,32.0,22.0,10.0,57,18,0.4675731863745034
num_filters,86.71844918735358,1.2661311228057028,5.0,1.0,4.0,57,18,0.4675731863745034
num_joins,86.71844918735358,1.2661311228057028,4.0,2.0,2.0,57,18,0.4675731863745034
num_nested_loop,86.71844918735358,1.2661311228057028,3.0,0.0,3.0,57,18,0.4675731863745034
num_nodes,86.71844918735358,1.2661311228057028,10.0,5.0,5.0,57,18,0.4675731863745034
num_tables,86.71844918735358,1.2661311228057028,5.0,3.0,2.0,57,18,0.4675731863745034
longest_path_len,86.71844918735358,1.3241013723055108,6.0,3.0,3.0,57,20,0.42132880079320967
max_log_card_error,86.71844918735358,1.3241013723055108,6.28621740588915,0.7221347174331973,5.564082688455953,57,20,0.42132880079320967
num_columns,86.71844918735358,1.3241013723055108,32.0,19.0,13.0,57,20,0.42132880079320967
num_filters,86.71844918735358,1.3241013723055108,5.0,1.0,4.0,57,20,0.42132880079320967
num_joins,86.71844918735358,1.3241013723055108,4.0,1.0,3.0,57,20,0.42132880079320967
num_nested_loop,86.71844918735358,1.3241013723055108,3.0,1.0,2.0,57,20,0.42132880079320967
num_nodes,86.71844918735358,1.3241013723055108,10.0,4.0,6.0,57,20,0.42132880079320967
num_tables,86.71844918735358,1.3241013723055108,5.0,2.0,3.0,57,20,0.42132880079320967
longest_path_len,86.71844918735358,1.0808060900397771,6.0,2.0,4.0,57,21,0.3430399734162195
max_log_card_error,86.71844918735358,1.0808060900397771,6.28621740588915,0.06459985687170544,6.221617549017444,57,21,0.3430399734162195
num_columns,86.71844918735358,1.0808060900397771,32.0,19.0,13.0,57,21,0.3430399734162195
num_filters,86.71844918735358,1.0808060900397771,5.0,1.0,4.0,57,21,0.3430399734162195
num_joins,86.71844918735358,1.0808060900397771,4.0,1.0,3.0,57,21,0.3430399734162195
num_nested_loop,86.71844918735358,1.0808060900397771,3.0,0.0,3.0,57,21,0.3430399734162195
num_nodes,86.71844918735358,1.0808060900397771,10.0,3.0,7.0,57,21,0.3430399734162195
num_tables,86.71844918735358,1.0808060900397771,5.0,2.0,3.0,57,21,0.3430399734162195
longest_path_len,86.71844918735358,1.0944060729340694,6.0,3.0,3.0,57,29,0.46390400011435773
max_log_card_error,86.71844918735358,1.0944060729340694,6.28621740588915,0.7866321077732437,5.499585298115906,57,29,0.46390400011435773
num_columns,86.71844918735358,1.0944060729340694,32.0,24.0,8.0,57,29,0.46390400011435773
num_filters,86.71844918735358,1.0944060729340694,5.0,1.0,4.0,57,29,0.46390400011435773
num_joins,86.71844918735358,1.0944060729340694,4.0,2.0,2.0,57,29,0.46390400011435773
num_nested_loop,86.71844918735358,1.0944060729340694,3.0,0.0,3.0,57,29,0.46390400011435773
num_nodes,86.71844918735358,1.0944060729340694,10.0,5.0,5.0,57,29,0.46390400011435773
num_tables,86.71844918735358,1.0944060729340694,5.0,3.0,2.0,57,29,0.46390400011435773
longest_path_len,23.423019546877303,1.0808060900397771,6.0,2.0,4.0,61,21,0.39485699215582093
max_log_card_error,23.423019546877303,1.0808060900397771,3.8738470755501186,0.06459985687170544,3.809247218678413,61,21,0.39485699215582093
num_columns,23.423019546877303,1.0808060900397771,27.0,19.0,8.0,61,21,0.39485699215582093
num_filters,23.423019546877303,1.0808060900397771,3.0,1.0,2.0,61,21,0.39485699215582093
num_joins,23.423019546877303,1.0808060900397771,3.0,1.0,2.0,61,21,0.39485699215582093
num_nested_loop,23.423019546877303,1.0808060900397771,2.0,0.0,2.0,61,21,0.39485699215582093
num_nodes,23.423019546877303,1.0808060900397771,9.0,3.0,6.0,61,21,0.39485699215582093
num_tables,23.423019546877303,1.0808060900397771,4.0,2.0,2.0,61,21,0.39485699215582093
longest_path_len,17.881265572540396,1.0808060900397771,6.0,2.0,4.0,62,21,0.3949316516406351
max_log_card_error,17.881265572540396,1.0808060900397771,3.723800920902118,0.06459985687170544,3.6592010640304125,62,21,0.3949316516406351
num_columns,17.881265572540396,1.0808060900397771,27.0,19.0,8.0,62,21,0.3949316516406351
num_filters,17.881265572540396,1.0808060900397771,3.0,1.0,2.0,62,21,0.3949316516406351
num_joins,17.881265572540396,1.0808060900397771,3.0,1.0,2.0,62,21,0.3949316516406351
num_nested_loop,17.881265572540396,1.0808060900397771,2.0,0.0,2.0,62,21,0.3949316516406351
num_nodes,17.881265572540396,1.0808060900397771,9.0,3.0,6.0,62,21,0.3949316516406351
num_tables,17.881265572540396,1.0808060900397771,4.0,2.0,2.0,62,21,0.3949316516406351
