label,time,error,filtered
aimai-nan,450264.00000000006,-89.68885172798217,False
bao-nan,2242746.0,-64.35669875219811,False
e2e-nan,10745734.0,-104.31541456985383,False
llm-Qwen-Qwen3-Embedding-0.6B,6710857.61,-63.9703715812834,False
llm-Qwen-Qwen3-Embedding-4B,34871626.12,-87.48082201170506,False
llm-Qwen-Qwen3-Embedding-8B,63685784.27,-103.63938013393273,False
llm-answerdotai-ModernBERT-base,3841881.69,-51.087461973760426,False
llm-bert-base-uncased,2305852.4699999997,-62.592638323586314,False
llm-google-gemma-3-12b-pt,21982625.19,-63.67308431555058,False
llm-google-gemma-3-1b-pt,5370103.69,-114.25196237123298,False
llm-google-gemma-3-4b-pt,9417391.37,-114.66153023841349,False
llm-meta-llama-Llama-3.1-8B,14374962.29,-128.82311036859224,False
llm-meta-llama-Llama-3.2-1B,4069344.64,-113.04062427967071,False
llm-meta-llama-Llama-3.2-3B,7758145.56,-109.93248501632068,False
llm-sentence-transformers-all-MiniLM-L6-v2,1515323.25,-55.622027318475915,False
qf-nan,38684396.0,-7.5568384034872595,False
postgres-nan,450264.00000000006,0.0,False
