label,time,error,filtered
aimai-nan,450264.00000000006,10.7,False
bao-nan,2242746.0,14.91,False
e2e-nan,10745734.0,9.2,False
llm-Qwen-Qwen3-Embedding-0.6B,6710857.61,15.0,False
llm-Qwen-Qwen3-Embedding-4B,34871626.12,10.97,False
llm-Qwen-Qwen3-Embedding-8B,63685784.27,9.26,False
llm-answerdotai-ModernBERT-base,3841881.69,18.78,False
llm-bert-base-uncased,2305852.4699999997,15.33,False
llm-google-gemma-3-12b-pt,21982625.19,15.07,False
llm-google-gemma-3-1b-pt,5370103.69,8.4,False
llm-google-gemma-3-4b-pt,9417391.37,8.37,False
llm-meta-llama-Llama-3.1-8B,14374962.29,7.45,False
llm-meta-llama-Llama-3.2-1B,4069344.64,8.49,False
llm-meta-llama-Llama-3.2-3B,7758145.56,8.73,False
llm-sentence-transformers-all-MiniLM-L6-v2,1515323.25,17.25,False
qf-nan,38684396.0,124.86,False
postgres-nan,450264.00000000006,959.79,False
