metric,error,true_label,embedding,type_number
num_tables,6.4138,0.4716***,0.3002***,3
num_columns,-0.9919,0.3546***,0.1988***,3
num_joins,2.7363,0.5664***,0.2629***,3
num_filters,-0.5439,0.0304,0.0558**,6
longest_path_len,0.5554,0.5142***,0.2990***,3
num_nodes,-7.5795,0.5388***,0.3070***,3
join_tree_diameter,1.3245,0.3669***,0.1141***,3
num_blocking_ops,0.1268,0.2316***,0.1933***,3
num_nested_loop,3.465,-0.0823***,0.0398*,6
max_est_join_input_rows,18.7333,0.4715***,0.2035***,3
sum_est_join_input_rows,18.189,0.5636***,0.2679***,3
num_highly_selective_filters,3.371,-0.2882***,0.1905***,5
log_filter_selectivity_product,4.403,0.2436***,-0.0895***,4
optimizer_est_cost_root,-27.0518,0.6351***,0.2706***,3
log_max_est_rows,2.8381,0.7555***,0.4201***,3
log_sum_est_rows,-4.4221,0.7592***,0.4078***,3
max_log_card_error,6.2106,0.1750***,0.2277***,3
