metric,error,true_label,embedding,type_number
num_tables,1.6298,0.3282***,0.1026,4
num_columns,0.1847,0.2168**,-0.0470,6
num_joins,0.4268,0.3195***,-0.0121,4
num_filters,-0.3246,0.0798,0.0093,6
longest_path_len,0.2207,0.2176**,-0.0226,6
num_nodes,-1.6777,0.3734***,0.0780,4
join_tree_diameter,0.1824,0.2803***,0.0042,4
num_blocking_ops,0.1979,0.3311***,0.1647,4
num_nested_loop,0.9119,0.0328,0.1070,6
max_est_join_input_rows,-17.4255,0.3902***,0.1511,4
sum_est_join_input_rows,17.1258,0.4028***,0.1249,4
num_highly_selective_filters,-0.6904,-0.2687**,0.1526,6
log_filter_selectivity_product,0.0236,0.0460,-0.1682*,6
optimizer_est_cost_root,0.2868,0.5158***,0.1483,4
log_max_est_rows,1.0708,0.5899***,0.3533***,3
log_sum_est_rows,-1.0825,0.5796***,0.3292***,3
max_log_card_error,0.0743,0.3815***,0.3576***,3
