metric,error,true_label,embedding,type_number
num_tables,1.8168,0.3282***,0.1064,4
num_columns,0.7118,0.2168**,-0.0515,6
num_joins,0.9361,0.3195***,-0.0064,4
num_filters,-0.2789,0.0798,0.0138,6
longest_path_len,0.0619,0.2176**,-0.0113,6
num_nodes,-2.2596,0.3734***,0.0860,4
join_tree_diameter,-0.0585,0.2803***,0.0077,4
num_blocking_ops,0.3109,0.3311***,0.1672*,4
num_nested_loop,0.6967,0.0328,0.1077,6
max_est_join_input_rows,67.268,0.3902***,0.1644,4
sum_est_join_input_rows,-67.5972,0.4028***,0.1395,4
num_highly_selective_filters,-0.6976,-0.2687**,0.1511,6
log_filter_selectivity_product,-0.2873,0.0460,-0.1807*,6
optimizer_est_cost_root,0.1476,0.5158***,0.1703*,4
log_max_est_rows,1.4328,0.5899***,0.3768***,3
log_sum_est_rows,-0.7742,0.5796***,0.3543***,3
max_log_card_error,-0.0789,0.3815***,0.3742***,3
