metric,error,true_label,embedding,type_number
num_tables,1.5962,0.4716***,0.2982***,3
num_columns,0.1736,0.3546***,0.1977***,3
num_joins,-0.4817,0.5664***,0.2532***,3
num_filters,1.1902,0.0304,0.0590**,6
longest_path_len,-0.0126,0.5142***,0.2954***,3
num_nodes,1.0358,0.5388***,0.3033***,3
join_tree_diameter,1.5707,0.3669***,0.1078***,3
num_blocking_ops,-0.0726,0.2316***,0.1918***,3
num_nested_loop,1.835,-0.0823***,0.0470*,6
max_est_join_input_rows,-0.0506,0.4715***,0.1928***,3
sum_est_join_input_rows,-0.1066,0.5636***,0.2569***,3
num_highly_selective_filters,-0.3288,-0.2882***,0.1966***,5
log_filter_selectivity_product,0.7194,0.2436***,-0.0951***,4
optimizer_est_cost_root,-0.6406,0.6351***,0.2614***,3
log_max_est_rows,0.0017,0.7555***,0.4084***,3
log_sum_est_rows,-0.2688,0.7592***,0.3961***,3
max_log_card_error,4.8304,0.1750***,0.2294***,3
