metric,error,true_label,embedding,type_number
num_tables,1.9514,0.3282***,0.1065,4
num_columns,0.6151,0.2168**,-0.0514,6
num_joins,0.7504,0.3195***,-0.0065,4
num_filters,-0.4335,0.0798,0.0143,6
longest_path_len,0.553,0.2176**,-0.0112,6
num_nodes,-2.7504*,0.3734***,0.0860,4
join_tree_diameter,-0.1735,0.2803***,0.0073,4
num_blocking_ops,0.1186,0.3311***,0.1672*,4
num_nested_loop,0.9255,0.0328,0.1077,6
max_est_join_input_rows,7.4654,0.3902***,0.1640,4
sum_est_join_input_rows,-8.039,0.4028***,0.1391,4
num_highly_selective_filters,-0.5018,-0.2687**,0.1511,6
log_filter_selectivity_product,0.275,0.0460,-0.1810*,6
optimizer_est_cost_root,0.4944,0.5158***,0.1700*,4
log_max_est_rows,0.0228,0.5899***,0.3767***,3
log_sum_est_rows,0.191,0.5796***,0.3542***,3
max_log_card_error,0.5112,0.3815***,0.3743***,3
