metric,error,true_label,embedding,type_number
num_tables,5.0489,0.4716***,0.3000***,3
num_columns,-1.4931,0.3546***,0.1986***,3
num_joins,1.6498,0.5664***,0.2628***,3
num_filters,-0.6126,0.0304,0.0557**,6
longest_path_len,1.9031,0.5142***,0.2988***,3
num_nodes,-6.0335,0.5388***,0.3069***,3
join_tree_diameter,0.3207,0.3669***,0.1141***,3
num_blocking_ops,0.2605,0.2316***,0.1933***,3
num_nested_loop,3.1494,-0.0823***,0.0396*,6
max_est_join_input_rows,20.838,0.4715***,0.2036***,3
sum_est_join_input_rows,14.0669,0.5636***,0.2680***,3
num_highly_selective_filters,-0.4056,-0.2882***,0.1904***,5
log_filter_selectivity_product,-0.2566,0.2436***,-0.0894***,4
optimizer_est_cost_root,-25.2656,0.6351***,0.2706***,3
log_max_est_rows,5.4878,0.7555***,0.4201***,3
log_sum_est_rows,-5.3397,0.7592***,0.4079***,3
max_log_card_error,1.3522,0.1750***,0.2276***,3
