metric,error,true_label,embedding,type_number
num_tables,-9.05e+10,0.3422***,0.0910***,3
num_columns,0.2322***,0.3887***,0.1022***,2
num_joins,1.17e+11,0.7215***,0.1244***,3
num_filters,0.0472*,-0.3828***,-0.2946***,6
longest_path_len,0.1601,-0.0828***,-0.2512***,6
num_nodes,-0.2827,0.1779***,-0.0654***,4
join_tree_diameter,0.0374,0.6456***,0.0227**,4
num_blocking_ops,-0.0129,0.3981***,0.2481***,3
num_nested_loop,1.02e+11,-0.5593***,-0.1479***,6
max_est_join_input_rows,0.8148***,0.7808***,0.2000***,2
sum_est_join_input_rows,-1.2391***,0.7876***,0.2060***,2
num_highly_selective_filters,-0.1196**,-0.7295***,0.1274***,5
log_filter_selectivity_product,-0.2416***,0.8385***,0.1553***,2
optimizer_est_cost_root,0.3819***,0.8387***,0.2561***,2
log_max_est_rows,0.2466,0.9480***,0.2050***,3
log_sum_est_rows,-0.6209,0.9516***,0.1906***,3
max_log_card_error,0.5988***,-0.0925***,0.1231***,7
