metric,error,true_label,embedding,type_number
num_tables,-5.52e+11***,0.3422***,0.0911***,2
num_columns,0.2526***,0.3887***,0.1023***,2
num_joins,7.12e+11***,0.7215***,0.1245***,2
num_filters,0.0539*,-0.3828***,-0.2946***,6
longest_path_len,-0.0072,-0.0828***,-0.2512***,6
num_nodes,-0.0752,0.1779***,-0.0654***,4
join_tree_diameter,0.0895*,0.6456***,0.0227**,4
num_blocking_ops,-0.0552,0.3981***,0.2481***,3
num_nested_loop,6.21e+11***,-0.5593***,-0.1480***,8
max_est_join_input_rows,0.8115***,0.7808***,0.2001***,2
sum_est_join_input_rows,-1.241***,0.7876***,0.2061***,2
num_highly_selective_filters,-0.1024*,-0.7295***,0.1278***,5
log_filter_selectivity_product,-0.2385***,0.8385***,0.1550***,2
optimizer_est_cost_root,0.3708***,0.8387***,0.2561***,2
log_max_est_rows,-0.0549,0.9480***,0.2048***,3
log_sum_est_rows,-0.2897,0.9516***,0.1904***,3
max_log_card_error,0.6866***,-0.0925***,0.1236***,7
