metric,error,true_label,embedding,type_number
num_tables,-4.49e+11***,0.3422***,0.0894***,2
num_columns,0.2797***,0.3887***,0.0994***,2
num_joins,5.79e+11***,0.7215***,0.1297***,2
num_filters,0.06*,-0.3828***,-0.2961***,6
longest_path_len,-0.019,-0.0828***,-0.2447***,6
num_nodes,-0.1106,0.1779***,-0.0611***,4
join_tree_diameter,0.0596,0.6456***,0.0281***,3
num_blocking_ops,-0.0484,0.3981***,0.2469***,3
num_nested_loop,5.05e+11***,-0.5593***,-0.1553***,8
max_est_join_input_rows,0.9754***,0.7808***,0.1998***,2
sum_est_join_input_rows,-1.5137***,0.7876***,0.2061***,2
num_highly_selective_filters,-0.0433,-0.7295***,0.1159***,5
log_filter_selectivity_product,-0.1318***,0.8385***,0.1616***,2
optimizer_est_cost_root,0.4596***,0.8387***,0.2588***,2
log_max_est_rows,0.2405,0.9480***,0.2090***,3
log_sum_est_rows,-0.6219,0.9516***,0.1944***,3
max_log_card_error,0.762***,-0.0925***,0.1216***,7
