metric,error,true_label,embedding,type_number
num_tables,-4.03e+11,0.2351***,-0.2519***,4
num_columns,0.0003,0.3363***,-0.2252***,4
num_joins,3.57e+11,0.6328***,-0.1332***,4
num_filters,0.0076,0.0187,-0.3364***,6
longest_path_len,0.0351,0.1338***,-0.3345***,4
num_nodes,0.1313,0.2064***,-0.2911***,4
join_tree_diameter,0.0216,0.6199***,-0.1588***,4
num_blocking_ops,-0.0087,0.2660***,0.0997***,3
num_nested_loop,3.88e+11,-0.3127***,-0.2014***,6
max_est_join_input_rows,0.0215,0.6765***,-0.0943***,4
sum_est_join_input_rows,-0.0463,0.6779***,-0.0934***,4
num_highly_selective_filters,-0.0238,-0.6130***,0.1800***,5
log_filter_selectivity_product,-0.0019,0.5989***,0.0035,4
optimizer_est_cost_root,0.0172,0.9215***,0.0425**,4
log_max_est_rows,0.6492*,0.8339***,-0.0069,4
log_sum_est_rows,-0.5748,0.8641***,-0.0443**,4
max_log_card_error,0.0728***,-0.1373***,-0.0347*,6
