metric,error,true_label,embedding,type_number
num_tables,-3.97e+11**,0.3422***,0.0898***,3
num_columns,0.2467***,0.3887***,0.0999***,2
num_joins,5.12e+11**,0.7215***,0.1301***,3
num_filters,0.0332,-0.3828***,-0.2962***,6
longest_path_len,-0.0654,-0.0828***,-0.2444***,6
num_nodes,0.012,0.1779***,-0.0608***,4
join_tree_diameter,0.0734,0.6456***,0.0284***,3
num_blocking_ops,-0.0667,0.3981***,0.2471***,3
num_nested_loop,4.46e+11**,-0.5593***,-0.1553***,6
max_est_join_input_rows,0.8015***,0.7808***,0.2001***,2
sum_est_join_input_rows,-1.2455***,0.7876***,0.2064***,2
num_highly_selective_filters,-0.0658,-0.7295***,0.1161***,5
log_filter_selectivity_product,-0.2083***,0.8385***,0.1615***,2
optimizer_est_cost_root,0.3935***,0.8387***,0.2593***,2
log_max_est_rows,0.5298,0.9480***,0.2091***,3
log_sum_est_rows,-0.8806**,0.9516***,0.1946***,3
max_log_card_error,0.6671***,-0.0925***,0.1221***,7
