,time_bao_1.0_postgres_0.001_b16_h256_seed42,time_e2e_cost_1.0_postgres_0.001_b64_h256_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_Qwen-Qwen3-Embedding-0.6B_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_Qwen-Qwen3-Embedding-4B_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_Qwen-Qwen3-Embedding-8B_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_answerdotai-ModernBERT-base_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_bert-base-uncased_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_google-gemma-3-12b-pt_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_google-gemma-3-1b-pt_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_google-gemma-3-4b-pt_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_meta-llama-Llama-3.1-8B_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_meta-llama-Llama-3.2-1B_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_meta-llama-Llama-3.2-3B_emb1000_quant-4-bit_seed42,time_llm_pretrained-None_1.0_postgres_0.0001_b64_h2048_sentence-transformers-all-MiniLM-L6-v2_emb1000_quant-4-bit_seed42
spearman_num_tables,0.36798864505676554,0.0875169088419921,0.014022002890050797,0.014023083937382138,0.014023083937382138,0.010357942748169594,0.007230787565826222,0.017823887876174227,0.01555335172677232,0.017687806492092263,0.019128603849445685,0.01937921464020553,0.017152079589441344,0.007238140606772794
spearman_num_columns,0.3377570403970532,0.044327355322715756,0.020951237928556566,0.02095214765721642,0.02095214765721642,0.016806122330820093,0.01494437379137807,0.025023289506892577,0.02269383068245513,0.02493906710033553,0.026438496599580575,0.026777697392500296,0.024366320232408405,0.014951273204279792
spearman_num_joins,0.3803308165194659,0.13957242366632563,0.027453763283252067,0.02745476218815908,0.02745476218815908,0.024775173200082438,0.02143512870405149,0.032731532145666105,0.030348958727977784,0.032548583055039215,0.033036148588543514,0.03327400420197604,0.030803549186030045,0.02144184307408815
spearman_num_filters,0.1705705842792625,0.2823005121138082,0.09589353721516146,0.09589353721516146,0.09589353721516146,0.09912868389505915,0.10198139735173894,0.10433330356115388,0.1027369762816271,0.10415123723335422,0.09955170250447157,0.09964406076400524,0.0979531702168727,0.10198520505171034
spearman_operator_multiset,0.14327606098478016,0.20087652727338604,-0.009606732651783122,-0.009609569807233152,-0.009609569807233152,-0.010597840688955676,-0.012798275651969913,-0.008586625231509751,-0.009154799832385865,-0.008606824688659462,-0.007759920570862234,-0.0075889469783399,-0.008263846737309052,-0.012799864469218061
spearman_path_ngrams,0.23160045785455438,0.20310728454734148,0.012049984746529394,0.01204782944411362,0.01204782944411362,0.012939526242792437,0.012924819327984047,0.015718730567157228,0.014991412445982179,0.015647907888961744,0.01426756476754347,0.014409474889179296,0.013512945635862918,0.012927768752222764
