category,shapley_50th,shapley_90th,shapley_95th,shapley_max
cardinality,1.5226674705676786,117.90730347666664,1113.075822410807,4.2545571734954056e+16
conditions_and_filters,1.114243398786487,121.13181922679925,942.3461911953611,-7.240016478075413e+16
cost,0.9585519155095438,96.1487754727354,783.5748866998006,5.5886299531429944e+16
metadata_and_config,0.17744554120479197,59.52231824536054,775.345728195842,5.980920964178486e+16
operator_structure_and_config,-1.7087073281371183,-230.59659916165546,-2610.3549901534466,-8.584621357540182e+16
