label,time,error,filtered
bao-nan,2051025.3333333335,-8.144868036707317,False
e2e-nan,10075794.0,-20.325531023861327,False
llm-Qwen-Qwen3-Embedding-0.6B,5964301.640000001,-19.143935412197003,False
llm-Qwen-Qwen3-Embedding-4B,27200823.83,-23.040418439536523,False
llm-Qwen-Qwen3-Embedding-8B,49597181.095,-25.5251139451105,False
llm-answerdotai-ModernBERT-base,3397689.6433333335,-14.64624229288674,False
llm-bert-base-uncased,2142845.5216666665,-17.11882716854416,False
llm-google-gemma-3-12b-pt,17900379.676666666,-19.63082269087246,False
llm-google-gemma-3-1b-pt,4862420.273333333,-27.977468697106488,False
llm-google-gemma-3-4b-pt,8043600.173333333,-28.326345920162183,False
llm-meta-llama-Llama-3.1-8B,11837073.608333332,-30.201263085976255,False
llm-meta-llama-Llama-3.2-1B,3505157.406666667,-28.001324693474604,False
llm-meta-llama-Llama-3.2-3B,6700673.835000001,-26.935784886099544,False
llm-sentence-transformers-all-MiniLM-L6-v2,1338646.1783333335,-17.994192502268756,False
qf-nan,35028088.66666667,-10.117883961510637,False
postgres-nan,1338646.1783333335,0.0,False
aimai-nan,396141.3333333333,26.090888371121068,True
