label,time,error,filtered
bao-nan,2051025.3333333335,64.2,False
e2e-nan,10075794.0,10.231666666666667,False
llm-Qwen-Qwen3-Embedding-0.6B,5964301.640000001,7.138333333333333,False
llm-Qwen-Qwen3-Embedding-4B,27200823.83,10.730000000000002,False
llm-Qwen-Qwen3-Embedding-8B,49597181.095,5.0616666666666665,False
llm-answerdotai-ModernBERT-base,3397689.6433333335,12.523333333333333,False
llm-bert-base-uncased,2142845.5216666665,9.07,False
llm-google-gemma-3-12b-pt,17900379.676666666,9.725,False
llm-google-gemma-3-1b-pt,4862420.273333333,8.959999999999999,False
llm-google-gemma-3-4b-pt,8043600.173333333,8.001666666666667,False
llm-meta-llama-Llama-3.1-8B,11837073.608333332,11.953333333333333,False
llm-meta-llama-Llama-3.2-1B,3505157.406666667,8.678333333333333,False
llm-meta-llama-Llama-3.2-3B,6700673.835000001,15.613333333333332,False
llm-sentence-transformers-all-MiniLM-L6-v2,1338646.1783333335,9.703333333333333,False
qf-nan,35028088.66666667,34.623333333333335,False
postgres-nan,1338646.1783333335,177.23166666666665,False
aimai-nan,396141.3333333333,608.9766666666667,True
