label,time,error,filtered
bao-nan,2051025.3333333335,-2.2923516780902187,False
e2e-nan,10075794.0,-2.6359543767554183,False
llm-Qwen-Qwen3-Embedding-0.6B,5964301.640000001,-2.8985694933855863,False
llm-Qwen-Qwen3-Embedding-4B,27200823.83,-3.3336348944377345,False
llm-Qwen-Qwen3-Embedding-8B,49597181.095,-3.588175619565879,False
llm-answerdotai-ModernBERT-base,3397689.6433333335,-3.0465167347795563,False
llm-bert-base-uncased,2142845.5216666665,-3.056640541925543,False
llm-google-gemma-3-12b-pt,17900379.676666666,-3.4494556366781737,False
llm-google-gemma-3-1b-pt,4862420.273333333,-3.466521241084966,False
llm-google-gemma-3-4b-pt,8043600.173333333,-3.6921796867755656,False
llm-meta-llama-Llama-3.1-8B,11837073.608333332,-3.4317631091919165,False
llm-meta-llama-Llama-3.2-1B,3505157.406666667,-3.501782760097532,False
llm-meta-llama-Llama-3.2-3B,6700673.835000001,-3.3272867339116736,False
llm-sentence-transformers-all-MiniLM-L6-v2,1338646.1783333335,-2.927693322383593,False
qf-nan,35028088.66666667,-1.3759255687032947,False
postgres-nan,1338646.1783333335,0.0,False
aimai-nan,396141.3333333333,20.196796431916955,True
