label,time,error,filtered
e2e-nan,10075794.0,15.896666666666668,False
llm-Qwen-Qwen3-Embedding-0.6B,5964301.640000001,20.56833333333333,False
llm-Qwen-Qwen3-Embedding-4B,27200823.83,19.758333333333333,False
llm-Qwen-Qwen3-Embedding-8B,49597181.095,9.123333333333333,False
llm-answerdotai-ModernBERT-base,3397689.6433333335,40.205,False
llm-bert-base-uncased,2142845.5216666665,22.995,False
llm-google-gemma-3-12b-pt,17900379.676666666,26.026666666666667,False
llm-google-gemma-3-1b-pt,4862420.273333333,20.18,False
llm-google-gemma-3-4b-pt,8043600.173333333,19.110000000000003,False
llm-meta-llama-Llama-3.1-8B,11837073.608333332,24.314999999999998,False
llm-meta-llama-Llama-3.2-1B,3505157.406666667,19.2,False
llm-meta-llama-Llama-3.2-3B,6700673.835000001,39.748333333333335,False
llm-sentence-transformers-all-MiniLM-L6-v2,1338646.1783333335,42.65833333333333,False
qf-nan,35028088.66666667,96.57,False
postgres-nan,1338646.1783333335,644.0566666666667,False
aimai-nan,396141.3333333333,1132.6,True
bao-nan,2051025.3333333335,222.19500000000002,True
