metric,error,true_label,embedding,type_number
num_tables,2.8312,-0.1979*,-0.0713,6
num_columns,0.9753,-0.0514,0.0715,6
num_joins,-2.152,-0.0340,-0.0438,6
num_filters,1.3821,-0.0438,0.0616,6
longest_path_len,0.1335,-0.2689***,-0.1262,6
num_nodes,-4.0203,-0.0283,-0.0287,6
join_tree_diameter,0.0533,-0.0752,-0.0207,6
num_blocking_ops,2.1631,0.0648,-0.0346,6
num_nested_loop,-1.595,-0.2049*,0.0020,6
max_est_join_input_rows,-12.0539,-0.0313,-0.0378,6
sum_est_join_input_rows,13.3937,-0.0285,-0.0444,6
num_highly_selective_filters,0.0533,-0.2021*,-0.1390,6
log_filter_selectivity_product,0.6403,0.1285,0.1079,6
optimizer_est_cost_root,0.0264,0.1117,0.0161,6
log_max_est_rows,5.0953,0.0337,0.0475,6
log_sum_est_rows,-5.5134,0.0820,0.0696,6
max_log_card_error,0.0674,-0.0463,0.1108,6
