metric,error,true_label,embedding,type_number
num_tables,4.9877,-0.1979*,-0.0713,6
num_columns,1.7092,-0.0514,0.0715,6
num_joins,-3.9693,-0.0340,-0.0438,6
num_filters,2.3586,-0.0438,0.0616,6
longest_path_len,0.1949,-0.2689***,-0.1262,6
num_nodes,-7.1406,-0.0283,-0.0287,6
join_tree_diameter,0.2749,-0.0752,-0.0207,6
num_blocking_ops,3.841,0.0648,-0.0346,6
num_nested_loop,-2.8614,-0.2049*,0.0020,6
max_est_join_input_rows,-22.8071,-0.0313,-0.0378,6
sum_est_join_input_rows,25.1401,-0.0285,-0.0444,6
num_highly_selective_filters,0.2226,-0.2021*,-0.1390,6
log_filter_selectivity_product,1.2117,0.1285,0.1079,6
optimizer_est_cost_root,0.1766,0.1117,0.0161,6
log_max_est_rows,9.0294,0.0337,0.0475,6
log_sum_est_rows,-9.7556,0.0820,0.0696,6
max_log_card_error,0.1262,-0.0463,0.1108,6
