label,time,error,filtered
aimai-nan,550136.6666666666,55.410000000000004,False
bao-nan,3058020.0,66.40333333333334,False
e2e-nan,13583576.666666666,123.88999999999999,False
llm-Qwen-Qwen3-Embedding-0.6B,8586767.863333333,275.8566666666667,False
llm-Qwen-Qwen3-Embedding-4B,39580658.5,44.56333333333333,False
llm-Qwen-Qwen3-Embedding-8B,72137255.95,26.98333333333333,False
llm-answerdotai-ModernBERT-base,4909957.576666666,62.96666666666666,False
llm-bert-base-uncased,3117254.3366666664,61.57,False
llm-google-gemma-3-12b-pt,25998732.849999998,54.46333333333333,False
llm-google-gemma-3-1b-pt,6970835.03,49.163333333333334,False
llm-google-gemma-3-4b-pt,11608054.356666666,65.88666666666667,False
llm-meta-llama-Llama-3.1-8B,17159996.65,18.606666666666666,False
llm-meta-llama-Llama-3.2-1B,5017432.840000001,44.43,False
llm-meta-llama-Llama-3.2-3B,9640008.286666667,28.03,False
llm-sentence-transformers-all-MiniLM-L6-v2,1925354.9833333334,148.78333333333333,False
qf-nan,55283788.0,56.693333333333335,False
postgres-nan,550136.6666666666,29.89,False
