label,time,error,filtered
aimai-nan,550136.6666666666,-0.04221260086779577,False
alece-nan,52693562.0,0.11492406965103037,False
bao-nan,3058020.0,0.212714926961164,False
e2e-nan,13583576.666666666,0.4559575343918385,False
llm-Qwen-Qwen3-Embedding-4B,39580658.5,0.11522234688755843,False
llm-Qwen-Qwen3-Embedding-8B,72137255.95,-0.3512833246755959,False
llm-answerdotai-ModernBERT-base,4909957.576666666,0.05138035775519815,False
llm-bert-base-uncased,3117254.3366666664,0.28140238958185476,False
llm-google-gemma-3-12b-pt,25998732.849999998,0.032380642819657246,False
llm-google-gemma-3-1b-pt,6970835.03,-0.01845842314189446,False
llm-google-gemma-3-4b-pt,11608054.356666666,0.21855117320233589,False
llm-meta-llama-Llama-3.1-8B,17159996.65,-0.28512097325815383,False
llm-meta-llama-Llama-3.2-1B,5017432.840000001,0.0044054801407743165,False
llm-meta-llama-Llama-3.2-3B,9640008.286666667,-0.02844372118273042,False
llm-sentence-transformers-all-MiniLM-L6-v2,1925354.9833333334,0.3375402200867917,False
price-nan,88866396.0,0.169810056059068,False
postgres-nan,550136.6666666666,0.0,False
llm-Qwen-Qwen3-Embedding-0.6B,8586767.863333333,0.5300518206937022,True
mscn-nan,205770978.53333333,0.6755311662893568,True
qf-nan,55283788.0,0.8009343243993611,True
