label,time,error,filtered
aimai-nan,550136.6666666666,2.44,False
bao-nan,3058020.0,2.5733333333333333,False
e2e-nan,13583576.666666666,2.9499999999999997,False
llm-Qwen-Qwen3-Embedding-0.6B,8586767.863333333,3.2466666666666666,False
llm-Qwen-Qwen3-Embedding-4B,39580658.5,2.5533333333333332,False
llm-Qwen-Qwen3-Embedding-8B,72137255.95,2.03,False
llm-answerdotai-ModernBERT-base,4909957.576666666,2.4266666666666667,False
llm-bert-base-uncased,3117254.3366666664,2.7466666666666666,False
llm-google-gemma-3-12b-pt,25998732.849999998,2.5,False
llm-google-gemma-3-1b-pt,6970835.03,2.4,False
llm-google-gemma-3-4b-pt,11608054.356666666,2.73,False
llm-meta-llama-Llama-3.1-8B,17159996.65,2.033333333333333,False
llm-meta-llama-Llama-3.2-1B,5017432.840000001,2.48,False
llm-meta-llama-Llama-3.2-3B,9640008.286666667,2.36,False
llm-sentence-transformers-all-MiniLM-L6-v2,1925354.9833333334,2.91,False
qf-nan,55283788.0,3.4200000000000004,False
postgres-nan,550136.6666666666,2.27,False
