label,time,error,filtered
aimai-nan,599816.0,9.389828657652826,False
bao-nan,3387544.0,1.91959339323653,False
e2e-nan,15888846.0,0.26525377691064955,False
llm-Qwen-Qwen3-Embedding-0.6B,9508873.99,0.3161810410343906,False
llm-Qwen-Qwen3-Embedding-4B,41911439.69,0.6514359950387065,False
llm-Qwen-Qwen3-Embedding-8B,76399883.79,0.2371970926124617,False
llm-answerdotai-ModernBERT-base,5417631.52,-0.5951751562166732,False
llm-bert-base-uncased,3443115.27,0.6263134173631881,False
llm-google-gemma-3-12b-pt,27998246.68,1.052062395272638,False
llm-google-gemma-3-1b-pt,7771484.7,1.4136814890391611,False
llm-google-gemma-3-4b-pt,12736709.85,1.4290503214522792,False
llm-meta-llama-Llama-3.1-8B,18574420.83,-0.1737994994634816,False
llm-meta-llama-Llama-3.2-1B,5575547.94,0.6103867357531033,False
llm-meta-llama-Llama-3.2-3B,10611235.65,1.255232292956278,False
llm-sentence-transformers-all-MiniLM-L6-v2,2123690.85,1.5656496718314588,False
qf-nan,56473666.0,0.3067152103559869,False
postgres-nan,599816.0,0.0,False
