label,time,error,filtered
aimai-nan,599816.0,-0.2744507399172822,False
bao-nan,3387544.0,-0.3172417161135933,False
e2e-nan,15888846.0,-0.5612862408538263,False
llm-Qwen-Qwen3-Embedding-0.6B,9508873.99,-0.5992660447656666,False
llm-Qwen-Qwen3-Embedding-4B,41911439.69,-0.46410014170996683,False
llm-Qwen-Qwen3-Embedding-8B,76399883.79,-0.6780094814297762,False
llm-answerdotai-ModernBERT-base,5417631.52,-0.8482443709652022,False
llm-bert-base-uncased,3443115.27,-0.8185630416550183,False
llm-google-gemma-3-12b-pt,27998246.68,-0.6780094814297762,False
llm-google-gemma-3-1b-pt,7771484.7,-0.4290689575110286,False
llm-google-gemma-3-4b-pt,12736709.85,-0.9892895514370129,False
llm-meta-llama-Llama-3.1-8B,18574420.83,-0.691517386722866,False
llm-meta-llama-Llama-3.2-1B,5575547.94,-0.7608334089328372,False
llm-meta-llama-Llama-3.2-3B,10611235.65,-0.6646147621524765,False
llm-sentence-transformers-all-MiniLM-L6-v2,2123690.85,-0.4998798365777457,False
qf-nan,56473666.0,-0.2534364870939504,False
postgres-nan,599816.0,0.0,False
