label,time,error,filtered
bao-nan,2051025.3333333335,-1.5067153928345034,False
e2e-nan,10075794.0,-2.6422843440740587,False
llm-Qwen-Qwen3-Embedding-0.6B,5964301.640000001,-2.940074357641945,False
llm-Qwen-Qwen3-Embedding-4B,27200823.83,-3.2924689539340064,False
llm-Qwen-Qwen3-Embedding-8B,49597181.095,-3.5798569370248923,False
llm-google-gemma-3-12b-pt,17900379.676666666,-3.4972805293719564,False
llm-google-gemma-3-1b-pt,4862420.273333333,-3.511670687629231,False
llm-google-gemma-3-4b-pt,8043600.173333333,-3.6283674578562515,False
llm-meta-llama-Llama-3.1-8B,11837073.608333332,-3.3550380554819554,False
llm-meta-llama-Llama-3.2-1B,3505157.406666667,-3.4935275669703985,False
llm-meta-llama-Llama-3.2-3B,6700673.835000001,-3.3078000237231193,False
qf-nan,35028088.66666667,-1.3759255687032947,False
postgres-nan,2051025.3333333335,0.0,False
aimai-nan,396141.3333333333,19.41087150645054,True
