label,time,error,filtered
bao-nan,2051025.3333333335,14.820109440356623,False
e2e-nan,10075794.0,2.0811758594740692,False
llm-Qwen-Qwen3-Embedding-0.6B,5964301.640000001,1.687525389120607,False
llm-Qwen-Qwen3-Embedding-4B,27200823.83,1.9679443963630379,False
llm-Qwen-Qwen3-Embedding-8B,49597181.095,1.21202089490502,False
llm-answerdotai-ModernBERT-base,3397689.6433333335,3.3757449910299138,False
llm-bert-base-uncased,2142845.5216666665,2.1475484080704317,False
llm-google-gemma-3-12b-pt,17900379.676666666,2.1173399999471383,False
llm-google-gemma-3-1b-pt,4862420.273333333,1.8426723194821435,False
llm-google-gemma-3-27b-pt,32422539.838333335,2.18081699866416,False
llm-google-gemma-3-4b-pt,8043600.173333333,2.0516574880431775,False
llm-meta-llama-Llama-3.1-70B,80536171.05666667,1.9282211730938827,False
llm-meta-llama-Llama-3.1-8B,11837073.608333332,2.0312581239358733,False
llm-meta-llama-Llama-3.2-1B,3505157.406666667,1.6982715110244941,False
llm-meta-llama-Llama-3.2-3B,6700673.835000001,3.0169664000207423,False
llm-sentence-transformers-all-MiniLM-L6-v2,1338646.1783333335,3.3594606325616607,False
qf-nan,35028088.66666667,5.839882212064057,False
PostgreSQL,,42.957368224912834,False
aimai-nan,396141.3333333333,76.55957432651225,True
