label,time,error,filtered
bao-nan,2051025.3333333335,6.079221183758957,False
e2e-nan,10075794.0,1.9769596651047854,False
llm-Qwen-Qwen3-Embedding-0.6B,5964301.640000001,1.3389219332546691,False
llm-Qwen-Qwen3-Embedding-4B,27200823.83,1.6065127711180125,False
llm-Qwen-Qwen3-Embedding-8B,49597181.095,1.0670230758475305,False
llm-answerdotai-ModernBERT-base,3397689.6433333335,1.9528963415383778,False
llm-bert-base-uncased,2142845.5216666665,1.595360102024905,False
llm-google-gemma-3-12b-pt,17900379.676666666,1.6039675502017168,False
llm-google-gemma-3-1b-pt,4862420.273333333,1.5029089525376842,False
llm-google-gemma-3-27b-pt,32422539.838333335,1.8402644024652253,False
llm-google-gemma-3-4b-pt,8043600.173333333,1.3440927329553765,False
llm-meta-llama-Llama-3.1-70B,80536171.05666667,1.4265594538224653,False
llm-meta-llama-Llama-3.1-8B,11837073.608333332,1.7807420609808904,False
llm-meta-llama-Llama-3.2-1B,3505157.406666667,1.454085365924435,False
llm-meta-llama-Llama-3.2-3B,6700673.835000001,2.0718419296750796,False
llm-sentence-transformers-all-MiniLM-L6-v2,1338646.1783333335,1.6088530041165685,False
qf-nan,35028088.66666667,4.7891120388757065,False
PostgreSQL,,31.95145936046013,False
aimai-nan,396141.3333333333,64.6461875349774,True
