metric,error,true_label,embedding,type_number
num_tables,-4.5515,0.2871**,-0.1602,6
num_columns,1.0152,0.4069***,0.0030,4
num_joins,7.9394,0.3060***,-0.0069,4
num_filters,6.094,0.0176,-0.2595**,6
longest_path_len,5.1544,0.2631**,-0.1376,6
num_nodes,-6.7265,0.2614**,-0.1507,6
join_tree_diameter,0.0211,0.2202*,0.0068,6
num_blocking_ops,3.7872,-0.1523,-0.0980,6
num_nested_loop,5.5951,0.1608,-0.1707,6
max_est_join_input_rows,-8.6652,0.2704**,0.2880**,6
sum_est_join_input_rows,15.0865,0.3250***,0.2925**,4
num_highly_selective_filters,-19.5094**,0.1322,-0.2026*,6
log_filter_selectivity_product,-10.788,-0.0551,0.3051**,6
optimizer_est_cost_root,-9.1729,0.4292***,0.2511**,4
log_max_est_rows,32.8282,0.1989*,0.3174***,5
log_sum_est_rows,-35.8711,0.2467**,0.3058***,5
max_log_card_error,-4.7314,0.4461***,0.0873,4
