metric,error,true_label,embedding,type_number
num_tables,0.1992,0.3250***,0.1687***,3
num_columns,-0.2562,0.3679***,0.1885***,3
num_joins,0.4864,0.7482***,0.3000***,3
num_filters,0.46,-0.3352***,-0.2665***,6
longest_path_len,-1.5458,0.1300***,-0.1178**,4
num_nodes,1.1581,0.2821***,0.0328,4
join_tree_diameter,0.2199,0.6008***,0.1064**,4
num_blocking_ops,0.4121,0.4185***,0.3148***,3
num_nested_loop,-0.27,-0.4349***,-0.1448***,6
max_est_join_input_rows,0.3653,0.7583***,0.3690***,3
sum_est_join_input_rows,-0.7371,0.7984***,0.4091***,3
num_highly_selective_filters,-0.1192,-0.6167***,0.0036,6
log_filter_selectivity_product,0.3312,0.6043***,0.1999***,3
optimizer_est_cost_root,0.0891,0.8869***,0.3865***,3
log_max_est_rows,2.7038,0.8839***,0.4144***,3
log_sum_est_rows,-3.7522,0.8974***,0.4260***,3
max_log_card_error,0.5423*,0.1928***,0.3006***,3
