metric,error,true_label,embedding,type_number
num_tables,-12.2625*,0.3250***,0.1664***,3
num_columns,4.0536,0.3679***,0.1876***,3
num_joins,-6.7654*,0.7482***,0.2881***,3
num_filters,7.1134***,-0.3352***,-0.2627***,8
longest_path_len,-9.06,0.1300***,-0.1295***,4
num_nodes,14.3197,0.2821***,0.0242,4
join_tree_diameter,-1.2864,0.6008***,0.0942**,4
num_blocking_ops,-1.4529,0.4185***,0.3160***,3
num_nested_loop,-3.6221,-0.4349***,-0.1374***,6
max_est_join_input_rows,-1.2183,0.7583***,0.3644***,3
sum_est_join_input_rows,3.4296,0.7984***,0.4037***,3
num_highly_selective_filters,-4.2439,-0.6167***,0.0206,6
log_filter_selectivity_product,-4.0621,0.6043***,0.1916***,3
optimizer_est_cost_root,-3.2836,0.8869***,0.3800***,3
log_max_est_rows,-16.6077,0.8839***,0.4090***,3
log_sum_est_rows,22.09,0.8974***,0.4201***,3
max_log_card_error,14.2976***,0.1928***,0.3001***,2
