metric,error,true_label,embedding,type_number
num_tables,-4.2653,0.2082,-0.0778,6
num_columns,0.752,0.2649*,-0.0214,6
num_joins,-2.0961,0.7367***,0.2927*,4
num_filters,0.0404,-0.2384*,-0.2929*,6
longest_path_len,-4.7052,0.1623,-0.1327,6
num_nodes,8.4281,0.2087,-0.1091,6
join_tree_diameter,0.9047,0.7444***,0.2427*,4
num_blocking_ops,-1.4336,0.3052*,0.1993,6
num_nested_loop,-1.2442,-0.3961***,-0.2676*,6
max_est_join_input_rows,-4.4036,0.7859***,0.3269**,4
sum_est_join_input_rows,5.0544,0.7969***,0.3455**,4
num_highly_selective_filters,0.162,-0.6924***,-0.1316,6
log_filter_selectivity_product,0.7989,0.6851***,0.2127,4
optimizer_est_cost_root,-0.1826,0.8709***,0.2769*,4
log_max_est_rows,11.4345,0.8622***,0.2897*,4
log_sum_est_rows,-11.1221,0.8677***,0.2938*,4
max_log_card_error,3.1195**,0.1789,0.1455,6
