metric,error,true_label,embedding,type_number
num_tables,-2.5025,0.2082,-0.0690,6
num_columns,-0.5098,0.2649*,-0.0128,6
num_joins,-0.8516,0.7367***,0.2946*,4
num_filters,-0.2351,-0.2384*,-0.2895*,6
longest_path_len,-7.1447,0.1623,-0.1168,6
num_nodes,9.8752,0.2087,-0.0942,6
join_tree_diameter,1.4663,0.7444***,0.2427*,4
num_blocking_ops,-1.266,0.3052*,0.2024,6
num_nested_loop,-1.0174,-0.3961***,-0.2639*,6
max_est_join_input_rows,-0.4413,0.7859***,0.3213**,4
sum_est_join_input_rows,-0.2894,0.7969***,0.3406**,4
num_highly_selective_filters,-0.551,-0.6924***,-0.1330,6
log_filter_selectivity_product,0.374,0.6851***,0.2097,4
optimizer_est_cost_root,0.4353,0.8709***,0.2734*,4
log_max_est_rows,12.6589,0.8622***,0.2852*,4
log_sum_est_rows,-13.1335,0.8677***,0.2895*,4
max_log_card_error,2.4364*,0.1789,0.1538,6
