metric,error,true_label,embedding,type_number
num_tables,-5.5536,0.3250***,0.1684***,3
num_columns,6.0875***,0.3679***,0.1886***,2
num_joins,-0.6127,0.7482***,0.2988***,3
num_filters,3.0048***,-0.3352***,-0.2676***,8
longest_path_len,-4.71,0.1300***,-0.1214***,4
num_nodes,2.5247,0.2821***,0.0305,4
join_tree_diameter,-1.0699,0.6008***,0.1053**,4
num_blocking_ops,-0.8516,0.4185***,0.3168***,3
num_nested_loop,-3.7813**,-0.4349***,-0.1440***,6
max_est_join_input_rows,11.4004**,0.7583***,0.3701***,3
sum_est_join_input_rows,-14.5983**,0.7984***,0.4100***,3
num_highly_selective_filters,4.4538**,-0.6167***,0.0054,6
log_filter_selectivity_product,2.944*,0.6043***,0.2000***,3
optimizer_est_cost_root,0.748,0.8869***,0.3860***,3
log_max_est_rows,-6.3747,0.8839***,0.4147***,3
log_sum_est_rows,8.9854,0.8974***,0.4263***,3
max_log_card_error,12.7611***,0.1928***,0.2999***,2
