metric,error,true_label,embedding,type_number
num_tables,-1.384,0.2082,-0.0690,6
num_columns,-0.1156,0.2649*,-0.0128,6
num_joins,0.2931,0.7367***,0.2946*,4
num_filters,-0.5152,-0.2384*,-0.2895*,6
longest_path_len,-11.6035,0.1623,-0.1168,6
num_nodes,12.5994,0.2087,-0.0942,6
join_tree_diameter,2.2882,0.7444***,0.2427*,4
num_blocking_ops,-1.1147,0.3052*,0.2024,6
num_nested_loop,-1.1433,-0.3961***,-0.2639*,6
max_est_join_input_rows,3.4168,0.7859***,0.3213**,4
sum_est_join_input_rows,-6.0032,0.7969***,0.3406**,4
num_highly_selective_filters,-0.8567,-0.6924***,-0.1330,6
log_filter_selectivity_product,0.4993,0.6851***,0.2097,4
optimizer_est_cost_root,1.0169,0.8709***,0.2734*,4
log_max_est_rows,19.1647,0.8622***,0.2852*,4
log_sum_est_rows,-20.1857,0.8677***,0.2895*,4
max_log_card_error,2.5581,0.1789,0.1538,6
