metric,error,true_label,embedding,type_number
num_tables,-1.2271,0.3250***,0.1687***,3
num_columns,2.0587*,0.3679***,0.1885***,3
num_joins,0.6755,0.7482***,0.3000***,3
num_filters,0.4761,-0.3352***,-0.2665***,6
longest_path_len,-4.0613,0.1300***,-0.1178**,4
num_nodes,2.9277,0.2821***,0.0328,4
join_tree_diameter,0.2351,0.6008***,0.1064**,4
num_blocking_ops,0.5743,0.4185***,0.3148***,3
num_nested_loop,-1.5437*,-0.4349***,-0.1448***,6
max_est_join_input_rows,5.2219*,0.7583***,0.3690***,3
sum_est_join_input_rows,-6.5411*,0.7984***,0.4091***,3
num_highly_selective_filters,0.507,-0.6167***,0.0037,6
log_filter_selectivity_product,0.4821,0.6043***,0.1998***,3
optimizer_est_cost_root,-0.4814,0.8869***,0.3865***,3
log_max_est_rows,2.9341,0.8839***,0.4144***,3
log_sum_est_rows,-3.2928,0.8974***,0.4260***,3
max_log_card_error,3.8402***,0.1928***,0.3006***,2
