label,time,error,filtered
aimai-nan,601088.0,-2.2799982997775543,False
bao-nan,3239222.0,0.3048453022471498,False
e2e-nan,16226588.0,-1.5057843640407147,False
llm-Qwen-Qwen3-Embedding-0.6B,9597197.99,-2.674380934051835,False
llm-Qwen-Qwen3-Embedding-4B,41914091.69,-2.869735769596522,False
llm-Qwen-Qwen3-Embedding-8B,76427359.79,-3.058667669226775,False
llm-answerdotai-ModernBERT-base,5420563.52,-2.154449123760359,False
llm-bert-base-uncased,3472555.27,-2.1033520671748387,False
llm-google-gemma-3-12b-pt,27968146.68,-2.4767166296849767,False
llm-google-gemma-3-1b-pt,7787940.7,-2.6060863144333943,False
llm-google-gemma-3-4b-pt,12750059.85,-2.456030113073993,False
llm-meta-llama-Llama-3.1-8B,18554282.83,-2.6060863144333943,False
llm-meta-llama-Llama-3.2-1B,5548883.94,-2.5838742899943825,False
llm-meta-llama-Llama-3.2-3B,10657323.65,-2.540246343341032,False
llm-sentence-transformers-all-MiniLM-L6-v2,2143700.85,-2.207133077954945,False
qf-nan,56670600.0,-1.6641827552076818,False
postgres-nan,601088.0,0.0,False
