label,time,error,filtered
aimai-nan,601088.0,-2.1661633466906713,False
bao-nan,3239222.0,1.2260793638683318,False
e2e-nan,16226588.0,-1.2656707593735819,False
llm-Qwen-Qwen3-Embedding-0.6B,9597197.99,-2.6927901121538107,False
llm-Qwen-Qwen3-Embedding-4B,41914091.69,-2.8793170118664952,False
llm-Qwen-Qwen3-Embedding-8B,76427359.79,-3.2365012525984755,False
llm-answerdotai-ModernBERT-base,5420563.52,-1.8834087005293225,False
llm-bert-base-uncased,3472555.27,-1.8108061983753159,False
llm-google-gemma-3-12b-pt,27968146.68,-2.3518724394210775,False
llm-google-gemma-3-1b-pt,7787940.7,-2.55959682560619,False
llm-google-gemma-3-4b-pt,12750059.85,-2.368283798327676,False
llm-meta-llama-Llama-3.1-8B,18554282.83,-2.5413369474926766,False
llm-meta-llama-Llama-3.2-1B,5548883.94,-2.4876389277038498,False
llm-meta-llama-Llama-3.2-3B,10657323.65,-2.4527120409942373,False
llm-sentence-transformers-all-MiniLM-L6-v2,2143700.85,-2.0255131207700963,False
qf-nan,56670600.0,-1.4615665578365162,False
postgres-nan,601088.0,0.0,False
