label,time,error,filtered
aimai-nan,402364.0,760.54,False
bao-nan,2328508.0,359.89,False
e2e-nan,10163836.0,1546.83,False
llm-Qwen-Qwen3-Embedding-0.6B,6702999.61,7464.94,False
llm-Qwen-Qwen3-Embedding-4B,34859036.12,598.32,False
llm-Qwen-Qwen3-Embedding-8B,63674670.27,198.07,False
llm-answerdotai-ModernBERT-base,3810215.69,1445.51,False
llm-bert-base-uncased,2339050.4699999997,855.82,False
llm-google-gemma-3-12b-pt,22014167.19,882.84,False
llm-google-gemma-3-1b-pt,5300359.69,634.5,False
llm-google-gemma-3-4b-pt,9419881.37,288.52,False
llm-meta-llama-Llama-3.1-8B,14358866.29,163.16,False
llm-meta-llama-Llama-3.2-1B,4066730.64,662.01,False
llm-meta-llama-Llama-3.2-3B,7709599.56,198.08,False
llm-sentence-transformers-all-MiniLM-L6-v2,1553091.25,3602.27,False
qf-nan,38681444.0,347.57,False
postgres-nan,402364.0,126.09,False
