label,time,error,filtered
aimai-nan,402364.0,5.86593327568409,False
bao-nan,2328508.0,2.503874051222298,False
llm-Qwen-Qwen3-Embedding-4B,34859036.12,4.5344419406458,False
llm-Qwen-Qwen3-Embedding-8B,63674670.27,0.934268958996228,False
llm-bert-base-uncased,2339050.4699999997,6.640041714888874,False
llm-google-gemma-3-12b-pt,22014167.19,6.85884231542542,False
llm-google-gemma-3-1b-pt,5300359.69,4.833396510091576,False
llm-google-gemma-3-4b-pt,9419881.37,1.8511834064685044,False
llm-meta-llama-Llama-3.1-8B,14358866.29,0.5211966460019499,False
llm-meta-llama-Llama-3.2-1B,4066730.64,5.059832005789563,False
llm-meta-llama-Llama-3.2-3B,7709599.56,0.9343804056094508,False
qf-nan,38681444.0,2.393747274692551,False
alece-nan,23531452.0,-4.8140581840072265,False
price-nan,127574024.0,0.9104560665416268,False
postgres-nan,402364.0,0.0,False
e2e-nan,10163836.0,12.18615085426974,True
llm-Qwen-Qwen3-Embedding-0.6B,6702999.61,59.186376547730184,True
llm-answerdotai-ModernBERT-base,3810215.69,11.376884206244299,True
llm-sentence-transformers-all-MiniLM-L6-v2,1553091.25,28.53403506002936,True
mscn-nan,158214268.0,16.43903574054525,True
