method,budget,seed,hv,hv_pct,n_frontier,true_found,true_total
Random,25,46,174157.2021314294,98.02459196759582,8,4,9
Random,25,47,174018.27230525823,97.94639514681617,4,2,9
Random,25,48,162204.12047014423,91.29678549009742,6,0,9
Random,25,49,166313.7084545648,93.60987206014781,7,2,9
Random,25,50,156667.86806638152,88.1806991252113,5,2,9
Random,25,51,174899.40529380966,98.44234191568285,4,2,9
Uniform Latency,25,42,162373.3897471679,91.39205890750323,7,0,9
Uniform Latency,25,43,157956.7726984058,88.90616065705183,8,0,9
Uniform Latency,25,44,157036.69767871517,88.38829531883464,4,0,9
Uniform Latency,25,45,160047.31248329187,90.08282350474063,9,0,9
Uniform Latency,25,46,167932.68018841575,94.52111225966621,4,2,9
Uniform Latency,25,47,159306.28127672273,89.66573319340009,9,0,9
Uniform Latency,25,48,172333.69547845062,96.99822904133828,4,1,9
Uniform Latency,25,49,161408.35570389294,90.84888832845661,7,1,9
Uniform Latency,25,50,164049.9364931093,92.33570527224836,5,2,9
Uniform Latency,25,51,155954.8025231367,87.77934932131414,4,0,9
Largest-N,25,42,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,43,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,44,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,45,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,46,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,47,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,48,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,49,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,50,145830.33473688646,82.08078037618786,9,1,9
Largest-N,25,51,145830.33473688646,82.08078037618786,9,1,9
Pareto Search (Ours),30,42,173820.62967500323,97.83515175320947,6,2,9
Pareto Search (Ours),30,43,174158.10948839903,98.02510267456418,8,4,9
Pareto Search (Ours),30,44,176119.5846870408,99.12912136370412,5,4,9
Pareto Search (Ours),30,45,176267.62022494618,99.21244334535221,5,3,9
Pareto Search (Ours),30,46,175130.84664679496,98.57260896127819,5,4,9
Pareto Search (Ours),30,47,175028.26764078264,98.51487224361313,5,4,9
Pareto Search (Ours),30,48,172698.79110534082,97.20372355673625,8,1,9
Pareto Search (Ours),30,49,173628.16773311375,97.72682431631846,5,3,9
Pareto Search (Ours),30,50,174362.31817147363,98.14004177894599,5,3,9
Pareto Search (Ours),30,51,175692.90435785716,98.88896382409652,6,4,9
Metadata-Only Maximin,30,42,173824.1011009616,97.83710564951092,7,3,9
Metadata-Only Maximin,30,43,175143.3018224232,98.57961937195257,6,4,9
Metadata-Only Maximin,30,44,176119.5846870408,99.12912136370412,5,4,9
Metadata-Only Maximin,30,45,174690.22565975212,98.32460490552494,6,1,9
Metadata-Only Maximin,30,46,175143.3018224232,98.57961937195257,6,4,9
Metadata-Only Maximin,30,47,175028.26764078264,98.51487224361313,5,4,9
Metadata-Only Maximin,30,48,172470.8299938475,97.07541536927612,8,2,9
Metadata-Only Maximin,30,49,172994.57498342879,97.37020587044664,5,2,9
Metadata-Only Maximin,30,50,174362.31817147363,98.14004177894599,5,3,9
Metadata-Only Maximin,30,51,175429.65162360785,98.74079170406172,6,4,9
Latency-Only Spacing,30,42,176828.32562728866,99.52803705957122,4,4,9
Latency-Only Spacing,30,43,164687.1081413973,92.69433810552972,7,2,9
Latency-Only Spacing,30,44,164905.78931789126,92.81742307034581,8,2,9
Latency-Only Spacing,30,45,165982.20558253236,93.42328526747218,7,2,9
Latency-Only Spacing,30,46,164760.03222668177,92.73538351517765,8,2,9
Latency-Only Spacing,30,47,165946.07361609905,93.40294834644183,7,2,9
Latency-Only Spacing,30,48,165154.51189277176,92.9574168725969,7,2,9
Latency-Only Spacing,30,49,165104.03988497477,92.92900864193211,7,1,9
Latency-Only Spacing,30,50,166431.06824662737,93.6759281611275,6,2,9
Latency-Only Spacing,30,51,164760.03222668177,92.73538351517765,8,2,9
Random,30,42,161117.31257531195,90.68507435134302,8,1,9
Random,30,43,172175.94013633937,96.90943625613096,6,3,9
Random,30,44,165004.41424837246,92.87293423181335,5,3,9
Random,30,45,162520.1701881823,91.47467445634744,7,1,9
Random,30,46,174460.76587287046,98.19545318680892,7,3,9
Random,30,47,154603.61155418016,87.01882984935853,6,2,9
Random,30,48,171546.34142944534,96.55506586207721,7,5,9
Random,30,49,167578.49661353684,94.32175960594749,5,4,9
Random,30,50,168274.87016372726,94.71371430135495,5,2,9
Random,30,51,177012.75627883206,99.63184407497225,7,5,9
Uniform Latency,30,42,164413.16025118082,92.54014620401658,10,1,9
Uniform Latency,30,43,146969.56093458002,82.7219952201392,8,0,9
Uniform Latency,30,44,167497.3669857117,94.276095696751,8,1,9
Uniform Latency,30,45,153708.6706831843,86.51511129714906,6,0,9
Uniform Latency,30,46,162375.69910879715,91.39335873449082,11,1,9
Uniform Latency,30,47,165333.36383386067,93.05808390406783,6,2,9
Uniform Latency,30,48,164054.92354338185,92.33851223952911,6,1,9
Uniform Latency,30,49,168077.63905874858,94.60270253524801,5,2,9
Uniform Latency,30,50,172028.19349288012,96.82627687907146,4,1,9
Uniform Latency,30,51,162643.99552566235,91.54436969738933,6,2,9
Largest-N,30,42,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,43,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,44,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,45,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,46,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,47,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,48,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,49,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,50,155740.5141733015,87.65873686429873,8,1,9
Largest-N,30,51,155740.5141733015,87.65873686429873,8,1,9
