label,time,error,filtered
aimai-nan,53790.0,0.5614352198121833,False
bao-nan,114411.99999999999,-2.234239403284802,False
e2e-nan,1079430.0,-1.5131441168365942,False
llm-Qwen-Qwen3-Embedding-0.6B,260322.88,-3.3262866739108956,False
llm-Qwen-Qwen3-Embedding-4B,1356132.96,-3.2899887459020403,False
llm-Qwen-Qwen3-Embedding-8B,2480319.13,-3.2899887459020403,False
llm-answerdotai-ModernBERT-base,134248.39,-3.3262866739108956,False
llm-bert-base-uncased,94691.69,-3.2543145239480316,False
llm-google-gemma-3-12b-pt,784861.17,-3.3262866739108956,False
llm-google-gemma-3-1b-pt,227961.08000000002,-3.3262866739108956,False
llm-google-gemma-3-4b-pt,355220.69,-3.3632261281475935,False
llm-meta-llama-Llama-3.1-8B,534949.88,-3.3262866739108956,False
llm-meta-llama-Llama-3.2-1B,155516.54,-3.3632261281475935,False
llm-meta-llama-Llama-3.2-3B,320232.27,-3.3262866739108956,False
llm-sentence-transformers-all-MiniLM-L6-v2,82942.24,-3.3262866739108956,False
qf-nan,1075722.0,-3.2192468418271765,False
postgres-nan,53790.0,0.0,False
