label,time,error,filtered
aimai-nan,53790.0,-1.4641821946169769,False
bao-nan,114411.99999999999,-0.7869256860931236,False
e2e-nan,1079430.0,-0.29169028148867815,False
llm-Qwen-Qwen3-Embedding-0.6B,260322.88,-1.4641821946169769,False
llm-Qwen-Qwen3-Embedding-4B,1356132.96,-1.4641821946169769,False
llm-Qwen-Qwen3-Embedding-8B,2480319.13,-1.4641821946169769,False
llm-answerdotai-ModernBERT-base,134248.39,-1.4641821946169769,False
llm-bert-base-uncased,94691.69,-1.4407528939932546,False
llm-google-gemma-3-12b-pt,784861.17,-1.4641821946169769,False
llm-google-gemma-3-1b-pt,227961.08000000002,-1.4641821946169769,False
llm-google-gemma-3-4b-pt,355220.69,-1.4879691564474171,False
llm-meta-llama-Llama-3.1-8B,534949.88,-1.4641821946169769,False
llm-meta-llama-Llama-3.2-1B,155516.54,-1.4879691564474171,False
llm-meta-llama-Llama-3.2-3B,320232.27,-1.4879691564474171,False
llm-sentence-transformers-all-MiniLM-L6-v2,82942.24,-1.4879691564474171,False
qf-nan,1075722.0,-1.3949275362318836,False
postgres-nan,53790.0,0.0,False
