label,time,error,filtered
aimai-nan,48960.0,-27.28889432925869,False
bao-nan,89200.0,-10.560576615862116,False
e2e-nan,922979.9999999999,-17.719253028421473,False
llm-Qwen-Qwen3-Embedding-0.6B,226385.38,-46.124024870552994,False
llm-Qwen-Qwen3-Embedding-4B,1246198.83,-48.03436299932698,False
llm-Qwen-Qwen3-Embedding-8B,2236333.8,-42.989096540091566,False
llm-answerdotai-ModernBERT-base,86933.22,-35.16350357768269,False
llm-bert-base-uncased,68737.16,-37.435672135599916,False
llm-google-gemma-3-12b-pt,694687.66,-51.59544053238083,False
llm-google-gemma-3-1b-pt,148880.77000000002,-51.21577632200986,False
llm-google-gemma-3-4b-pt,300385.43,-52.37189018758147,False
llm-meta-llama-Llama-3.1-8B,402422.99,-51.21577632200986,False
llm-meta-llama-Llama-3.2-1B,124969.44,-52.37189018758147,False
llm-meta-llama-Llama-3.2-3B,230370.23,-52.37189018758147,False
llm-sentence-transformers-all-MiniLM-L6-v2,63203.03,-49.75133672297852,False
qf-nan,546694.0,-54.419130309988525,False
postgres-nan,48960.0,0.0,False
